name,rlvl,lvl,stars,prog,qual,dur,pdiv,qdiv,pmod,qmod,reqqual
Raptorskin Wristbands,45,45,0,158,1700,80,50,30,100,100,0
Raptorskin Thighboots,46,46,0,159,1760,80,50,30,100,100,0
Raptorskin Pot Helm,45,45,0,158,1700,80,50,30,100,100,0
Hunting Moccasins,47,47,0,167,1820,80,50,30,100,100,0
Raptorskin Culottes,45,45,0,158,1700,80,50,30,100,100,0
Raptorskin Smithy's Gloves,44,44,0,156,1640,80,50,30,100,100,0
Raptorskin Jerkin,47,47,0,167,1820,80,50,30,100,100,0
Raptorskin Workboots,45,45,0,158,1700,80,50,30,100,100,0
Hempen Yarn,1,1,0,9,80,40,50,30,100,100,0
Undyed Hempen Cloth,2,2,0,10,88,40,50,30,100,100,0
Hempen Halfgloves,2,2,0,20,110,60,50,30,100,100,0
Hempen Underpants,2,2,0,20,110,60,50,30,100,100,0
Hempen Pantalettes,2,2,0,20,110,60,50,30,100,100,0
Hempen Undershirt,3,3,0,20,120,60,50,30,100,100,0
Hempen Coif,3,3,0,20,120,60,50,30,100,100,0
Hempen Camise,3,3,0,20,120,60,50,30,100,100,0
Hempen Breeches of Crafting,3,3,0,20,120,60,50,30,100,100,0
Hempen Kurta,4,4,0,21,130,60,50,30,100,100,0
Hempen Coif of Gathering,4,4,0,21,130,60,50,30,100,100,0
Hempen Shepherd's Slops,4,4,0,21,130,60,50,30,100,100,0
Hempen Dalmatica,4,4,0,21,130,60,50,30,100,100,0
Hempen Breeches,4,4,0,21,130,60,50,30,100,100,0
Hempen Dalmatica of Gathering,5,5,0,33,150,60,50,30,100,100,0
Hempen Tunic,5,5,0,33,150,60,50,30,100,100,0
Hempen Sarouel,5,5,0,33,150,60,50,30,100,100,0
Hempen Chausses,5,5,0,33,150,60,50,30,100,100,0
Hempen Tights,5,5,0,33,150,60,50,30,100,100,0
Hempen Bandana,5,5,0,33,150,60,50,30,100,100,0
Hempen Cowl,5,5,0,33,150,60,50,30,100,100,0
Hempen Tabard,6,6,0,36,170,60,50,30,100,100,0
Hempen Hat,6,6,0,36,170,60,50,30,100,100,0
Hempen Shepherd's Tunic,6,6,0,36,170,60,50,30,100,100,0
Hempen Shortgloves,6,6,0,36,170,60,50,30,100,100,0
Hempen Halfrobe,7,7,0,37,190,60,50,30,100,100,0
Hempen Work Gloves,7,7,0,37,190,60,50,30,100,100,0
Hempen Acton,8,8,0,41,210,60,50,30,100,100,0
Hempen Kecks,8,8,0,41,210,60,50,30,100,100,0
Hempen Gaskins,8,8,0,41,210,60,50,30,100,100,0
Amateur's Kurta,9,9,0,42,230,60,50,30,100,100,0
Amateur's Doublet Vest,9,9,0,42,230,60,50,30,100,100,0
Hempen Bottoms,9,9,0,42,230,60,50,30,100,100,0
Amateur's Slops,9,9,0,42,230,60,50,30,100,100,0
Hempen Trousers,10,10,0,45,250,60,50,30,100,100,0
Amateur's Hempen Coif,10,10,0,45,250,60,50,30,100,100,0
Amateur's Dalmatica,10,10,0,45,250,60,50,30,100,100,0
Amateur's Breeches,10,10,0,45,250,60,50,30,100,100,0
Straw Hat,11,11,0,48,270,60,50,30,100,100,0
Hempen Bracers,11,11,0,48,270,60,50,30,100,100,0
Hempen Dress Gloves,11,11,0,48,270,60,50,30,100,100,0
Cotton Yarn,12,12,0,26,232,40,50,30,100,100,0
Stablemaid's Hat,12,12,0,53,290,60,50,30,100,100,0
Hempen Doublet Vest of Gathering,12,12,0,53,290,60,50,30,100,100,0
Hempen Doublet Vest of Crafting,12,12,0,53,290,60,50,30,100,100,0
Hempen Robe,12,12,0,53,290,60,50,30,100,100,0
Undyed Cotton Cloth,13,13,0,27,248,40,50,30,100,100,0
Cotton Turban,13,13,0,54,310,60,50,30,100,100,0
Striped Cotton Slops,13,13,0,54,310,60,50,30,100,100,0
Stablehand's Hat,13,13,0,54,310,60,50,30,100,100,0
Cotton Sarouel,14,14,0,54,330,60,50,30,100,100,0
Cotton Shirt,14,14,0,54,330,60,50,30,100,100,0
Cotton Cowl,14,14,0,54,330,60,50,30,100,100,0
Cotton Chausses,14,14,0,54,330,60,50,30,100,100,0
Cotton Tights,14,14,0,54,330,60,50,30,100,100,0
Cotton Shepherd's Slops,15,15,0,55,360,70,50,30,100,100,0
Cotton Scarf,15,15,0,55,360,70,50,30,100,100,0
Cotton Halfgloves,15,15,0,55,360,70,50,30,100,100,0
Cotton Shepherd's Tunic,16,16,0,63,390,70,50,30,100,100,0
Padded Hempen Trousers,16,16,0,63,390,70,50,30,100,100,0
Hunting Hat,16,16,0,63,390,70,50,30,100,100,0
Cotton Tabard,16,16,0,63,390,70,50,30,100,100,0
Cotton Trousers,17,17,0,66,420,70,50,30,100,100,0
Cotton Dalmatica,17,17,0,66,420,70,50,30,100,100,0
Cotton Dalmatica of Gathering,17,17,0,66,420,70,50,30,100,100,0
Cotton Kurta,18,18,0,67,450,70,50,30,100,100,0
Initiate's Doublet Vest,20,20,0,74,510,70,50,30,100,100,0
Cotton Acton,19,19,0,68,480,70,50,30,100,100,0
Cotton Coif,19,19,0,68,480,70,50,30,100,100,0
Cotton Coif of Gathering,19,19,0,68,480,70,50,30,100,100,0
Cotton Breeches,19,19,0,68,480,70,50,30,100,100,0
Cotton Breeches of Crafting,19,19,0,68,480,70,50,30,100,100,0
Initiate's Slops,20,20,0,74,510,70,50,30,100,100,0
Padded Cotton Trousers,20,20,0,74,510,70,50,30,100,100,0
Cotton Work Gloves,20,20,0,74,510,70,50,30,100,100,0
Cotton Dress Gloves,21,21,0,75,540,70,50,30,100,100,0
Cotton Halfrobe,22,22,0,75,570,70,50,30,100,100,0
Cotton Gaskins,22,22,0,75,570,70,50,30,100,100,0
Cotton Dress Shoes,22,22,0,75,570,70,50,30,100,100,0
Dew Thread,23,23,0,39,480,40,50,30,100,100,0
Cotton Doublet Vest of Gathering,23,23,0,79,600,70,50,30,100,100,0
Cotton Doublet Vest of Crafting,23,23,0,79,600,70,50,30,100,100,0
Cotton Sugarloaf Hat,23,23,0,79,600,70,50,30,100,100,0
Cotton Trapper's Tunic,23,23,0,79,600,70,50,30,100,100,0
Cotton Bracers,23,23,0,79,600,70,50,30,100,100,0
Undyed Velveteen,24,24,0,42,504,40,50,30,100,100,0
Cotton Kecks,24,24,0,85,630,70,50,30,100,100,0
Initiate's Gown,24,24,0,85,630,70,50,30,100,100,0
Cotton Robe,24,24,0,85,630,70,50,30,100,100,0
Velveteen Chausses,24,24,0,85,630,70,50,30,100,100,0
Velveteen Halfgloves,24,24,0,85,630,70,50,30,100,100,0
Velveteen Bandana,25,25,0,89,660,70,50,30,100,100,0
Velveteen Sarouel,25,25,0,89,660,70,50,30,100,100,0
Velveteen Sarouel of Gathering,25,25,0,89,660,70,50,30,100,100,0
Striped Velveteen Slops,25,25,0,89,660,70,50,30,100,100,0
Velveteen Shirt,26,26,0,90,690,70,50,30,100,100,0
Velveteen Turban,26,26,0,90,690,70,50,30,100,100,0
Velveteen Wedge Cap of Crafting,27,27,0,91,720,70,50,30,100,100,0
Velveteen Cowl,27,27,0,91,720,70,50,30,100,100,0
Velveteen Tights,27,27,0,91,720,70,50,30,100,100,0
Velveteen Wedge Cap of Gathering,28,28,0,100,760,70,50,30,100,100,0
Velveteen Coatee of Gathering,28,28,0,100,760,70,50,30,100,100,0
Velveteen Gaiters,28,28,0,100,760,70,50,30,100,100,0
Velveteen Trousers,28,28,0,100,760,70,50,30,100,100,0
Velveteen Coatee of Crafting,29,29,0,101,800,70,50,30,100,100,0
Velveteen Shortgloves,29,29,0,101,800,70,50,30,100,100,0
Velveteen Beret,29,29,0,101,800,70,50,30,100,100,0
Velveteen Bottoms,30,30,0,102,850,70,50,30,100,100,0
Velveteen Gown,30,30,0,102,850,70,50,30,100,100,0
Padded Velveteen Trousers,30,30,0,102,850,70,50,30,100,100,0
Velveteen Work Gloves,30,30,0,102,850,70,50,30,100,100,0
Velveteen Dress Shoes,30,30,0,102,850,70,50,30,100,100,0
Velveteen Gaskins,31,31,0,106,900,80,50,30,100,100,0
Velveteen Dress Gloves,31,31,0,106,900,80,50,30,100,100,0
Velveteen Robe,31,31,0,106,900,80,50,30,100,100,0
Linen Yarn,32,32,0,55,760,40,50,30,100,100,0
Velveteen Sugarloaf Hat,32,32,0,110,950,80,50,30,100,100,0
Velveteen Doublet Vest of Crafting,32,32,0,110,950,80,50,30,100,100,0
Undyed Linen,33,33,0,55,800,40,50,30,100,100,0
Velveteen Doublet Vest of Gathering,33,33,0,111,1000,80,50,30,100,100,0
Linen Chausses,33,33,0,111,1000,80,50,30,100,100,0
Linen Halfgloves,33,33,0,111,1000,80,50,30,100,100,0
Linen Sarouel,34,34,0,115,1050,80,50,30,100,100,0
Linen Sarouel of Gathering,34,34,0,115,1050,80,50,30,100,100,0
Linen Shirt,34,34,0,115,1050,80,50,30,100,100,0
Linen Turban,34,34,0,115,1050,80,50,30,100,100,0
Linen Tights,35,35,0,123,1110,80,50,30,100,100,0
Linen Hat,35,35,0,123,1110,80,50,30,100,100,0
Linen Robe,35,35,0,123,1110,80,50,30,100,100,0
Angler's Hat,36,36,0,124,1160,80,50,30,100,100,0
Linen Trousers,36,36,0,124,1160,80,50,30,100,100,0
Linen Cowl,36,36,0,124,1160,80,50,30,100,100,0
Linen Wedge Cap of Crafting,37,37,0,128,1220,80,50,30,100,100,0
Linen Gaiters,37,37,0,128,1220,80,50,30,100,100,0
Linen Bottoms,37,37,0,128,1220,80,50,30,100,100,0
Woolen Yarn,38,38,0,64,1024,40,50,30,100,100,0
Linen Wedge Cap of Gathering,38,38,0,129,1280,80,50,30,100,100,0
Linen Coatee of Crafting,38,38,0,129,1280,80,50,30,100,100,0
Linen Coatee of Gathering,38,38,0,129,1280,80,50,30,100,100,0
Linen Shortgloves,38,38,0,129,1280,80,50,30,100,100,0
Undyed Woolen Cloth,39,39,0,68,1072,40,50,30,100,100,0
Woolen Coif,39,39,0,137,1340,80,50,30,100,100,0
Woolen Shirt,39,39,0,137,1340,80,50,30,100,100,0
Woolen Turban,39,39,0,137,1340,80,50,30,100,100,0
Woolen Coif of Gathering,40,40,0,138,1400,80,50,30,100,100,0
Woolen Sarouel,40,40,0,138,1400,80,50,30,100,100,0
Woolen Sarouel of Gathering,40,40,0,138,1400,80,50,30,100,100,0
Woolen Hat,40,40,0,138,1400,80,50,30,100,100,0
Linen Deerstalker,40,40,0,138,1400,80,50,30,100,100,0
Woolen Tights,41,41,0,143,1460,80,50,30,100,100,0
Woolen Robe,41,41,0,143,1460,80,50,30,100,100,0
Linen Smock,41,41,0,143,1460,80,50,30,100,100,0
Linen Slops,42,42,0,144,1520,80,50,30,100,100,0
Linen Doublet,42,42,0,144,1520,80,50,30,100,100,0
Woolen Chausses,42,42,0,144,1520,80,50,30,100,100,0
Woolen Beret,42,42,0,144,1520,80,50,30,100,100,0
Ranger's Hat,42,42,0,144,1520,80,50,30,100,100,0
Woolen Gown,42,42,0,144,1520,80,50,30,100,100,0
Woolen Kecks,42,42,0,144,1520,80,50,30,100,100,0
Woolen Bracers,42,42,0,144,1520,80,50,30,100,100,0
Ranger's Tunic,42,42,0,144,1520,80,50,30,100,100,0
Woolen Gaskins,42,42,0,144,1520,80,50,30,100,100,0
Woolen Cavalier's Hat,42,42,0,144,1520,80,50,30,100,100,0
Woolen Halfgloves,43,43,0,155,1580,80,50,30,100,100,0
Woolen Work Gloves,43,43,0,155,1580,80,50,30,100,100,0
Woolen Trousers,43,43,0,155,1580,80,50,30,100,100,0
Woolen Bliaud,43,43,0,155,1580,80,50,30,100,100,0
Undyed Felt,43,43,0,77,1264,40,50,30,100,100,0
Felt Coif,43,43,0,155,1580,80,50,30,100,100,0
Felt Coif of Gathering,44,44,0,156,1640,80,50,30,100,100,0
Woolen Smock,44,44,0,156,1640,80,50,30,100,100,0
Woolen Deerstalker,44,44,0,156,1640,80,50,30,100,100,0
Woolen Doublet,44,44,0,156,1640,80,50,30,100,100,0
Felt Hat,44,44,0,156,1640,80,50,30,100,100,0
Felt Robe,44,44,0,156,1640,80,50,30,100,100,0
Woolen Slops,44,44,0,156,1640,80,50,30,100,100,0
Woolen Cowl,45,45,0,158,1700,80,50,30,100,100,0
Felt Chausses,45,45,0,158,1700,80,50,30,100,100,0
Rainmaker's Tunic,45,45,0,158,1700,80,50,30,100,100,0
Rainmaker's Hat,45,45,0,158,1700,80,50,30,100,100,0
Felt Gown,45,45,0,158,1700,80,50,30,100,100,0
Felt Kecks,45,45,0,158,1700,80,50,30,100,100,0
Felt Halfgloves,45,45,0,158,1700,80,50,30,100,100,0
Felt Bracers,46,46,0,159,1760,80,50,30,100,100,0
Felt Beret,46,46,0,159,1760,80,50,30,100,100,0
Felt Work Gloves,46,46,0,159,1760,80,50,30,100,100,0
Felt Gaskins,47,47,0,167,1820,80,50,30,100,100,0
Felt Cavalier's Hat,47,47,0,167,1820,80,50,30,100,100,0
Felt Bliaud,48,48,0,172,1880,80,50,30,100,100,0
Felt Trousers,48,48,0,172,1880,80,50,30,100,100,0
Copper Ingot,1,1,0,9,80,40,50,30,100,100,0
Bone Hora,2,2,0,20,110,60,50,30,100,100,0
Bone Brand,3,3,0,20,120,60,50,30,100,100,0
Copper Rings,4,4,0,10,104,40,50,30,100,100,0
Bone Staff,5,5,0,33,150,60,50,30,100,100,0
Copper Gorget,5,5,0,33,150,60,50,30,100,100,0
Copper Wristlets,5,5,0,33,150,60,50,30,100,100,0
Ragstone Whetstone,6,6,0,18,136,40,50,30,100,100,0
Copper Earrings,6,6,0,36,170,60,50,30,100,100,0
Copper Ring,7,7,0,37,190,60,50,30,100,100,0
Bone Ring,7,7,0,37,190,60,50,30,100,100,0
Copper Needle,8,8,0,41,210,60,50,30,100,100,0
Bone Necklace,8,8,0,41,210,60,50,30,100,100,0
Copper Choker,9,9,0,42,230,60,50,30,100,100,0
Ramhorn Staff,9,9,0,42,230,60,50,30,100,100,0
Copper Scepter,10,10,0,45,250,60,50,30,100,100,0
Bone Armillae,10,10,0,45,250,60,50,30,100,100,0
Ramhorn Claws,10,10,0,45,250,60,50,30,100,100,0
Copper Ear Cuffs,11,11,0,48,270,60,50,30,100,100,0
Bronze Scepter,12,12,0,53,290,60,50,30,100,100,0
Amateur's Needle,12,12,0,53,290,60,50,30,100,100,0
Sunstone,13,13,0,27,248,40,50,30,100,100,0
Danburite,13,13,0,27,248,40,50,30,100,100,0
Fluorite,13,13,0,27,248,40,50,30,100,100,0
Decorated Bone Staff,13,13,0,81,232,60,50,30,100,100,0
Brass Ingot,14,14,0,27,264,40,50,30,100,100,0
Sphene,14,14,0,27,264,40,50,30,100,100,0
Malachite,14,14,0,27,264,40,50,30,100,100,0
Lapis Lazuli,14,14,0,27,264,40,50,30,100,100,0
Brass Spectacles,14,14,0,54,330,60,50,30,100,100,0
Brass Cudgel,14,14,0,54,330,60,50,30,100,100,0
Brass Rings,15,15,0,27,288,40,50,30,100,100,0
Fang Earrings,15,15,0,55,360,70,50,30,100,100,0
Brass Gorget,15,15,0,55,360,70,50,30,100,100,0
Brass Wristlets,15,15,0,55,360,70,50,30,100,100,0
Bat Fang Needle,16,16,0,63,390,70,50,30,100,100,0
Brass Wristlets of Crafting,16,16,0,63,390,70,50,30,100,100,0
Fang Necklace,17,17,0,66,420,70,50,30,100,100,0
Brass Earrings,17,17,0,66,420,70,50,30,100,100,0
Toothed Ramhorn Staff,17,17,0,99,315,70,50,30,100,100,0
Brass Circlet (Sunstone),18,18,0,67,450,70,50,30,100,100,0
Brass Circlet (Danburite),18,18,0,67,450,70,50,30,100,100,0
Brass Circlet (Fluorite),18,18,0,67,450,70,50,30,100,100,0
Brass Circlet (Sphene),19,19,0,68,480,70,50,30,100,100,0
Brass Circlet (Malachite),19,19,0,68,480,70,50,30,100,100,0
Brass Circlet (Lapis Lazuli),19,19,0,68,480,70,50,30,100,100,0
Coral Armillae,19,19,0,68,480,70,50,30,100,100,0
Staghorn Staff,19,19,0,68,480,70,50,30,100,100,0
Mudstone Whetstone,20,20,0,37,408,40,50,30,100,100,0
Decorated Copper Scepter,20,20,0,111,382,70,50,30,100,100,0
Brass Ring,20,20,0,74,510,70,50,30,100,100,0
Brass Ring of Crafting,20,20,0,74,510,70,50,30,100,100,0
Brass Choker,21,21,0,75,540,70,50,30,100,100,0
Coral Ring,21,21,0,75,540,70,50,30,100,100,0
Brass Ear Cuffs,21,21,0,75,540,70,50,30,100,100,0
Eye of Ice,22,22,0,37,456,40,50,30,100,100,0
Eye of Water,22,22,0,37,456,40,50,30,100,100,0
Eye of Lightning,22,22,0,37,456,40,50,30,100,100,0
Brass Needle,22,22,0,75,570,70,50,30,100,100,0
Eye of Earth,23,23,0,39,480,40,50,30,100,100,0
Eye of Wind,23,23,0,39,480,40,50,30,100,100,0
Eye of Fire,23,23,0,39,480,40,50,30,100,100,0
Silver Ingot,23,23,0,39,480,40,50,30,100,100,0
Wind Brand,23,23,0,79,600,70,50,30,100,100,0
Silver Rings,24,24,0,42,504,40,50,30,100,100,0
Initiate's Needle,24,24,0,85,630,70,50,30,100,100,0
Silver Spectacles,24,24,0,85,630,70,50,30,100,100,0
Horn Earrings,24,24,0,85,630,70,50,30,100,100,0
Silver Magnifiers,25,25,0,133,495,70,50,30,100,100,0
Ice Brand,25,25,0,89,660,70,50,30,100,100,0
Toothed Staghorn Staff,25,25,0,133,495,70,50,30,100,100,0
Silver Gorget,25,25,0,89,660,70,50,30,100,100,0
Silver Wristlets,25,25,0,89,660,70,50,30,100,100,0
Silver Wristlets of Crafting,25,25,0,89,660,70,50,30,100,100,0
Silver Earrings,26,26,0,90,690,70,50,30,100,100,0
Silver Ring,26,26,0,90,690,70,50,30,100,100,0
Silver Ring of Crafting,26,26,0,90,690,70,50,30,100,100,0
Horn Necklace,26,26,0,90,690,70,50,30,100,100,0
Silver Scepter,26,26,0,90,690,70,50,30,100,100,0
Silver Needle,26,26,0,90,690,70,50,30,100,100,0
Sunstone Choker,27,27,0,91,720,70,50,30,100,100,0
Sunstone Bracelet,27,27,0,91,720,70,50,30,100,100,0
Danburite Choker,27,27,0,91,720,70,50,30,100,100,0
Danburite Bracelet,27,27,0,91,720,70,50,30,100,100,0
Sunstone Earrings,27,27,0,91,720,70,50,30,100,100,0
Sunstone Ring,27,27,0,91,720,70,50,30,100,100,0
Danburite Earrings,27,27,0,91,720,70,50,30,100,100,0
Danburite Ring,27,27,0,91,720,70,50,30,100,100,0
Fluorite Choker,28,28,0,100,760,70,50,30,100,100,0
Fluorite Bracelet,28,28,0,100,760,70,50,30,100,100,0
Lapis Lazuli Choker,28,28,0,100,760,70,50,30,100,100,0
Lapis Lazuli Bracelet,28,28,0,100,760,70,50,30,100,100,0
Fluorite Earrings,28,28,0,100,760,70,50,30,100,100,0
Fluorite Ring,28,28,0,100,760,70,50,30,100,100,0
Lapis Lazuli Earrings,28,28,0,100,760,70,50,30,100,100,0
Lapis Lazuli Ring,28,28,0,100,760,70,50,30,100,100,0
Sphene Choker,29,29,0,101,800,70,50,30,100,100,0
Sphene Bracelet,29,29,0,101,800,70,50,30,100,100,0
Sphene Earrings,29,29,0,101,800,70,50,30,100,100,0
Sphene Ring,29,29,0,101,800,70,50,30,100,100,0
Siltstone Whetstone,30,30,0,51,680,40,50,30,100,100,0
Malachite Choker,30,30,0,102,850,70,50,30,100,100,0
Malachite Bracelet,30,30,0,102,850,70,50,30,100,100,0
Malachite Earrings,30,30,0,102,850,70,50,30,100,100,0
Malachite Ring,30,30,0,102,850,70,50,30,100,100,0
Silver Choker,31,31,0,106,900,80,50,30,100,100,0
Horn Armillae,31,31,0,106,900,80,50,30,100,100,0
Horn Ring,31,31,0,106,900,80,50,30,100,100,0
Silver Ear Cuffs,31,31,0,106,900,80,50,30,100,100,0
Goathorn Staff,31,31,0,106,900,80,50,30,100,100,0
Aquamarine,32,32,0,55,760,40,50,30,100,100,0
Amethyst,32,32,0,55,760,40,50,30,100,100,0
Garnet,32,32,0,55,760,40,50,30,100,100,0
Goshenite,32,32,0,55,760,40,50,30,100,100,0
Heliodor,32,32,0,55,760,40,50,30,100,100,0
Peridot,32,32,0,55,760,40,50,30,100,100,0
Worm Fang Needle,32,32,0,110,950,80,50,30,100,100,0
Silver Circlet (Aquamarine),33,33,0,111,1000,80,50,30,100,100,0
Silver Circlet (Amethyst),33,33,0,111,1000,80,50,30,100,100,0
Silver Circlet (Garnet),33,33,0,111,1000,80,50,30,100,100,0
Silver Circlet (Goshenite),33,33,0,111,1000,80,50,30,100,100,0
Silver Circlet (Heliodor),33,33,0,111,1000,80,50,30,100,100,0
Silver Circlet (Peridot),33,33,0,111,1000,80,50,30,100,100,0
Mythril Ingot,34,34,0,57,840,40,50,30,100,100,0
Earth Brand,34,34,0,115,1050,80,50,30,100,100,0
Steel Goggles,34,34,0,115,1050,80,50,30,100,100,0
Crabshell Hora,34,34,0,115,1050,80,50,30,100,100,0
Decorated Silver Scepter,34,34,0,172,787,80,50,30,100,100,0
Mythril Magnifiers,34,34,0,172,787,80,50,30,100,100,0
Mythril Spectacles,34,34,0,115,1050,80,50,30,100,100,0
Mythril Rings,35,35,0,61,888,40,50,30,100,100,0
Toothed Goathorn Staff,35,35,0,184,832,80,50,30,100,100,0
Wolf Earrings,35,35,0,123,1110,80,50,30,100,100,0
Fire Brand,35,35,0,123,1110,80,50,30,100,100,0
Mythril Gorget,35,35,0,123,1110,80,50,30,100,100,0
Mythril Wristlets,35,35,0,123,1110,80,50,30,100,100,0
Mythril Earrings,35,35,0,123,1110,80,50,30,100,100,0
Wolf Necklace,36,36,0,124,1160,80,50,30,100,100,0
Mythril Needle,36,36,0,124,1160,80,50,30,100,100,0
Mythril Ring,36,36,0,124,1160,80,50,30,100,100,0
Aquamarine Choker,37,37,0,128,1220,80,50,30,100,100,0
Amethyst Choker,37,37,0,128,1220,80,50,30,100,100,0
Garnet Choker,37,37,0,128,1220,80,50,30,100,100,0
Goshenite Choker,37,37,0,128,1220,80,50,30,100,100,0
Heliodor Choker,37,37,0,128,1220,80,50,30,100,100,0
Peridot Choker,37,37,0,128,1220,80,50,30,100,100,0
Pearl Choker,37,37,0,128,1220,80,50,30,100,100,0
Aquamarine Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Amethyst Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Garnet Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Goshenite Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Heliodor Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Peridot Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Pearl Bracelet,38,38,0,129,1280,80,50,30,100,100,0
Aquamarine Earrings,39,39,0,137,1340,80,50,30,100,100,0
Aquamarine Ring,39,39,0,137,1340,80,50,30,100,100,0
Amethyst Earrings,39,39,0,137,1340,80,50,30,100,100,0
Amethyst Ring,39,39,0,137,1340,80,50,30,100,100,0
Garnet Earrings,39,39,0,137,1340,80,50,30,100,100,0
Garnet Ring,39,39,0,137,1340,80,50,30,100,100,0
Goshenite Earrings,39,39,0,137,1340,80,50,30,100,100,0
Goshenite Ring,39,39,0,137,1340,80,50,30,100,100,0
Jadeite,40,40,0,69,1120,40,50,30,100,100,0
Basilisk Whetstone,40,40,0,69,1120,40,50,30,100,100,0
Heliodor Earrings,40,40,0,138,1400,80,50,30,100,100,0
Heliodor Ring,40,40,0,138,1400,80,50,30,100,100,0
Peridot Earrings,40,40,0,138,1400,80,50,30,100,100,0
Peridot Ring,40,40,0,138,1400,80,50,30,100,100,0
Red Coral Armillae,40,40,0,138,1400,80,50,30,100,100,0
Amber,41,41,0,71,1168,40,50,30,100,100,0
Zircon,41,41,0,71,1168,40,50,30,100,100,0
Spinel,41,41,0,71,1168,40,50,30,100,100,0
Turquoise,41,41,0,71,1168,40,50,30,100,100,0
Tourmaline,41,41,0,71,1168,40,50,30,100,100,0
Rubellite,41,41,0,71,1168,40,50,30,100,100,0
Horn Staff,41,41,0,143,1460,80,50,30,100,100,0
Pearl Earrings,41,41,0,143,1460,80,50,30,100,100,0
Pearl Ring,41,41,0,143,1460,80,50,30,100,100,0
Mythril Choker,41,41,0,143,1460,80,50,30,100,100,0
Electrum Ingot,42,42,0,72,1216,40,50,30,100,100,0
Mythril Circlet (Amber),42,42,0,144,1520,80,50,30,100,100,0
Mythril Circlet (Zircon),42,42,0,144,1520,80,50,30,100,100,0
Mythril Circlet (Spinel),42,42,0,144,1520,80,50,30,100,100,0
Mythril Circlet (Turquoise),42,42,0,144,1520,80,50,30,100,100,0
Mythril Circlet (Tourmaline),42,42,0,144,1520,80,50,30,100,100,0
Mythril Circlet (Rubellite),42,42,0,144,1520,80,50,30,100,100,0
Tortoiseshell Hora,42,42,0,144,1520,80,50,30,100,100,0
Lightning Brand,42,42,0,144,1520,80,50,30,100,100,0
Electrum Rings,43,43,0,77,1264,40,50,30,100,100,0
Electrum Scepter,43,43,0,155,1580,80,50,30,100,100,0
Thousand Needle,43,43,0,155,1580,80,50,30,100,100,0
Red Coral Ring,43,43,0,155,1580,80,50,30,100,100,0
Red Coral Earrings,43,43,0,155,1580,80,50,30,100,100,0
Water Brand,43,43,0,155,1580,80,50,30,100,100,0
Electrum Gorget,43,43,0,155,1580,80,50,30,100,100,0
Electrum Wristlets,43,43,0,155,1580,80,50,30,100,100,0
Electrum Earrings,44,44,0,156,1640,80,50,30,100,100,0
Electrum Ring,44,44,0,156,1640,80,50,30,100,100,0
Black Pearl,45,45,0,79,1360,40,50,30,100,100,0
Electrum Monocle,45,45,0,158,1700,80,50,30,100,100,0
Red Coral Necklace,45,45,0,158,1700,80,50,30,100,100,0
Amber Choker,45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Amber),45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Zircon),45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Spinel),45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Turquoise),45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Tourmaline),45,45,0,158,1700,80,50,30,100,100,0
Electrum Circlet (Rubellite),45,45,0,158,1700,80,50,30,100,100,0
Amber Bracelet,47,47,0,167,1820,80,50,30,100,100,0
Electrum Needle,47,47,0,167,1820,80,50,30,100,100,0
Zircon Choker,47,47,0,167,1820,80,50,30,100,100,0
Zircon Bracelet,47,47,0,167,1820,80,50,30,100,100,0
Spinel Choker,47,47,0,167,1820,80,50,30,100,100,0
Spinel Bracelet,47,47,0,167,1820,80,50,30,100,100,0
Turquoise Choker,47,47,0,167,1820,80,50,30,100,100,0
Turquoise Bracelet,47,47,0,167,1820,80,50,30,100,100,0
Amber Ring,47,47,0,167,1820,80,50,30,100,100,0
Tourmaline Choker,48,48,0,172,1880,80,50,30,100,100,0
Tourmaline Bracelet,48,48,0,172,1880,80,50,30,100,100,0
Black Pearl Choker,48,48,0,172,1880,80,50,30,100,100,0
Black Pearl Bracelet,48,48,0,172,1880,80,50,30,100,100,0
Rubellite Choker,48,48,0,172,1880,80,50,30,100,100,0
Rubellite Bracelet,48,48,0,172,1880,80,50,30,100,100,0
Electrum Choker,49,49,0,174,1940,80,50,30,100,100,0
Zircon Ring,49,49,0,174,1940,80,50,30,100,100,0
Spinel Ring,49,49,0,174,1940,80,50,30,100,100,0
